,Review,Category,Drug,category_id
950,In 5 months I blacked out walking down sidewalk of major road,Adverse,Phenobarbital,1
951,Blacked out standing at work,Adverse,Phenobarbital,1
952,for over three decades and if taken daily at the same time or one hour earlier or later from the previous day it works very well,Effective,Phenobarbital,0
953,Controls generalized seizure activity,Effective,Phenobarbital,0
954,No known side effects,Effective,Phenobarbital,0
955,Took during pregnancy w/ little issue (child had to be weaned off after birth),Adverse,Phenobarbital,1
956,"Doctors have tried new ones on me but they had side effects whereas
 Phenobarbitone have been good for me",Effective,Phenobarbital,0
957,Epanutin caused gums shrinking and were bad for my liver,Adverse,Phenobarbital,1
958,Now been put on Keppra and I cannot keep awake and ear hurts,Adverse,Phenobarbital,1
959,"""No real severe side effects,and works well with no mood altering properties",Effective,Phenobarbital,0
960,"recommended+""",Effective,Phenobarbital,0
961,"""It has worked for me",Effective,Phenobarbital,0
962,Other seizure medicines caused me severe side effects,Adverse,Phenobarbital,1
963,Otherwise no side effects or alterations in behavior,Effective,Phenobarbital,0
964,"I've tried dozens of benzos, z-drugs, and natural supplements, and this is the only medication I've taken that allows me to fall asleep before midnight",Effective,Phenobarbital,0
965,I got a solid 5 hours of sleep on Phenobarbital,Effective,Phenobarbital,0
966,"""I'm taking it since 1966 without any side effects",Effective,Phenobarbital,0
967,"""Not working right""",Ineffective,Phenobarbital,2
968,"""I have never had side effects nor Adverse reactions when taking phenobarbital",Effective,Phenobarbital,0
969,I couldn't fall asleep till nearly morning,Ineffective,Phenobarbital,2
970,"""I have been on phenobarbital for 35 years as well worked VERY well doctors kept saying drug hard on body and I should change it",Effective,Phenobarbital,0
971,So one day I listened and started taking lamotrigine was the worst move ever in my life had issues entire time on them and seizures got worse,Adverse,Phenobarbital,1
972,I finally went back to phenobarbital and long very rough year and have not been same since,Ineffective,Phenobarbital,2
973,I tried many Other meds first and the side effects were terrible,Adverse,Phenobarbital,1
974,It made me very drowsy at first,Adverse,Phenobarbital,1
975,It has worked for me for decades,Effective,Phenobarbital,0
976,"Great medication, even if it is old",Effective,Phenobarbital,0
977,"It limits the convulsions I'd normally get on my legs and occasionally on my arms (a spasmodic convulsion); whenever these do occur, their intensity and length is alleviated",Effective,Phenobarbital,0
978,"However, I believe this medication is producing digestive problems with me; it's become difficult to go to the bathroom ever since I've started taking it",Adverse,Phenobarbital,1
979,feel dizzy and constipated,Adverse,Phenobarbital,1
980,I was prescribed phenobarbital and have been fine with it,Effective,Phenobarbital,0
981,"Honestly, I feel like I am not as smart or as witty as I was before the medicine",Adverse,Phenobarbital,1
982,It does its job and over the years I have messed with the dosage to get it to the lowest my body would operate without having a seizure,Effective,Phenobarbital,0
983,"""Works very well to prevent symptoms of Acute Mountain Sickness with no perceived side effects",Effective,Acetazolamide,0
984,This actually speeds up the bodys acclimitization process and doesn't just treat the symptoms,Effective,Acetazolamide,0
985,"""I am taking carbamazepine for seizures, but found that I was gaining a lot of weight (22 pounds in 2 months)",Adverse,Acetazolamide,1
986,After doing much search on the web I found an article where a doctor did research on 15 patients that had weight gain on carbamazepine and found that by taking the Acetazolamide the patients were able to lose the weight they had gained and maintained the weight lost,Effective,Acetazolamide,0
987,"Today is day 2 on the Acetazolamide and I am sick to my stomach, feeling a bit dizzy and withdrawn",Adverse,Acetazolamide,1
988,"While the medicine works amazingly well on the headaches, my brain basically turns to mush when I'm on it and I can't function well enough to do my job or understand my school work",Adverse,Acetazolamide,1
989,"I also have really annoying tingling feelings in my hands, feet and lips that hasn't yet gone away",Ineffective,Acetazolamide,2
990,"""Extreme increase in high BLOOD pressure to the point that vein in my forehead enlarged & was pounding so hard it hurt & I was very frightened",Adverse,Acetazolamide,1
991,05mg of clonazepam which minimized I'mworst of pounding/pulsing in vein in forehead directly over /above left eye,Effective,Acetazolamide,0
992,"Did not inform me of fact that I could not take vitamins and should supplement with potassium & that sudden discontinuation of medication is NOT advisable
 EXTREMELY ADVERSE & FEARFUL REACTION",Adverse,Acetazolamide,1
993,REFUSE TO CONTINUE,Ineffective,Acetazolamide,2
994,"""Very good",Effective,Acetazolamide,0
995,"Headache has gone, feeling much less foggy and dizzy",Effective,Acetazolamide,0
996,Everything's going well,Effective,Acetazolamide,0
997,I just want everyone who's scared of taking it because of the horror stories to realise it's not bad,Effective,Acetazolamide,0
998,"This is a mild diuretic, and as such is very safe for most people",Effective,Acetazolamide,0
999,"The tingling is normal - apparently Vit C can help, and I've taken one this morning and had no tingling",Effective,Acetazolamide,0
1000,"I've had it 3 years now, diagnosed for 1 year, and on meds for 2 days, and I can feel a massive improvement",Effective,Acetazolamide,0
1001,Diamox is very effective to reduce the pressure in the eye but the problem is side effects,Effective,Acetazolamide,0
1002,"I had no appetite, constipation and hearing loss",Effective,Acetazolamide,0
1003,"""I was experiencing blurred vision, fatigue, loss of appetite, lack of concentration and an increased amount of severe headaches",Adverse,Acetazolamide,1
1004,After being checked for everything under the sun in blood work I was told I was fine,Effective,Acetazolamide,0
1005,About a month later the headaches and the memory and concentration issues came along with more asthma attacks,Ineffective,Acetazolamide,2
1006,He then sent me for a spinal tap which revealed I had pressure in my head double the normal,Adverse,Acetazolamide,1
1007,"I have had no appetite, consistent nausea, and I throw up on a regular basis",Adverse,Acetazolamide,1
1008,"""I was diagnosed with Pseudotumor Cerebri 2 weeks ago after experiencing blurry vision and dizziness for sometime",Adverse,Acetazolamide,1
1009,I got an eye exam done and they saw I had a swollen optic nerve,Adverse,Acetazolamide,1
1010,I noticed within about 2 days of taking the medication the blurred vision is completely gone,Effective,Acetazolamide,0
1011,This helped getting me used to the side effects so far I have the tingling in fingers and sometimes mouth,Effective,Acetazolamide,0
1012,I pee alot but am trying to lose weight so drinking lots of water and eating healthy and no pop is likely helping to,Effective,Acetazolamide,0
1013,"""I was diagnosed with pseudo tumor cerebri almost two years ago now and I've had a spinal tap done after a year of crippling painful headaches, blurred vision, bright red inflamed eyes, dizziness, the spinal tap unfortunetly went wrong and I had a spinal leakage from the high inter cranial pressure with an absolute horrible spinal headache so I had to have a blood patch then put on acetazolimide with the painful tingling sensations on my face arms and feet I couldn't sleep and I pee all night",Adverse,Acetazolamide,1
1014,"I take 1500mg of it 3 pills a day and although it's helped clear my eyes my headaches, the wind tunnel noise in my ears of the fluid is still very loud I'm totally off balance and I have forgetfulness all the time not to mention I'm always tired",Adverse,Acetazolamide,1
1015,"Although I have had tingling in my hands and feet as well as lethargy, the pressure behind my eyes has already started to go down",Effective,Acetazolamide,0
1016,My ophthalmologist was very pleased today with the optic nerve scan and said there has been decrease of pressure in both eyes,Effective,Acetazolamide,0
1017,"A little tingle here or there and a bit of sleepiness is worth saving my vision! So far, I'm a happy girl!""",Effective,Acetazolamide,0
1018,Very effective in lowering pressure but side affects were trouble some,Effective,Acetazolamide,0
1019,"It makes you very tired, contiptated, dizzy, lack if appetite, some temporary 
 hearing issues in one ear",Adverse,Acetazolamide,1
1020,A few days after stopping pills everything was back to normal,Ineffective,Acetazolamide,2
1021,It definitely works but side effects this time worst of all,Adverse,Acetazolamide,1
1022,"Am dizzy and fell, pins and needles hands, feet and face",Adverse,Acetazolamide,1
1023,Nausea,Adverse,Acetazolamide,1
1024,"""Its a good medicine to decrease the Eye pressure",Effective,Acetazolamide,0
1025,"While taking this tab - depression and dark thoughts are more and I have no interest in food, and also my hands tickle like they are in water",Adverse,Acetazolamide,1
1026,"Now I've stopped the medicine, my eye pressure become normal and constant",Ineffective,Acetazolamide,2
1027,After stopping the medicine it takes a few days to decrease all the worst symptoms,Effective,Acetazolamide,0
1028,This medication has worked wonders,Effective,Acetazolamide,0
1029,"I did have tingling and numbness in my feet, finger, nose, lips but that eased off by taking Vitamin C or eating oranges, (this was recommended by my doctor and it works)",Effective,Acetazolamide,0
