Review,Category,Drug
"Half a pill in the morning and a full pill at night and it's extremely a perfect choice by the neurologist!""",Other,Carbamazepine
"""Carbatrol has helped me tremendously",Effective,Carbamazepine
I have been taking it for about 12 years,Other,Carbamazepine
"All I can say is Thanks Carbatrol!""",Effective,Carbamazepine
"""Been on Tegretol 200mg twice a day for partial seizures",Other,Carbamazepine
"It's wonderful, it's really helped",Effective,Carbamazepine
I'm down from 10 seizures a day to 8,Effective,Carbamazepine
Have tried everything else hopefully getting there,Other,Carbamazepine
"""It took approximately 3 months for the Tegretol to have any effect",Ineffective,Carbamazepine
When it did it was almost overnight,Other,Carbamazepine
Also found that taking Xanax with it helps tremendously (with Doctor approval of course),Other,Carbamazepine
I take up to 3 mg Xanax with 3 times daily and 200 mg Tegratol 2 times daily,Other,Carbamazepine
It really works,Effective,Carbamazepine
The burning has almost ceased,Effective,Carbamazepine
"""I've used Tegretol for the last three years and it's still working like it did in the beginning",Effective,Carbamazepine
"My moods have been so much better over this time and I have a
 lot better outlook now versus the time before I started taking this medicine",Effective,Carbamazepine
I love these good moods I stay in throughout the day,Other,Carbamazepine
"""Trigeminal Neuralgia started about 6 months ago",Other,Carbamazepine
Started the Carbamazepine about 3 months ago and have been having the dosage steadily increased to 200mg 3x/day with an additional 100mg at night,Other,Carbamazepine
Pain is easily triggered by the slightest touch to right side of my face and I can avoid that for the most part during the day but night time is bad,Adverse,Carbamazepine
The effectiveness of the additional 100 mg at night lasted 2 days and pain is just as bad again,Ineffective,Carbamazepine
"At 61 years of age with multiple health issues and on disability because of COPD, not sure how much of this I'm going to be able to take",Other,Carbamazepine
"""I have TN2 it took 10 months 5 doctors ,dentist visit and lastly in hospital with severe neck ,face ,ear pain to get correct diagnosis",Other,Carbamazepine
"Like most first visit to the dentist,he said nerve issue,but I went to regular dr",Other,Carbamazepine
"first was diagnosed with migraine ,went to ENT,he said no problem go back to dentist meanwhile I am having pain 24 /7 can only open mouth about an inch ,eating ice cream & gaining weight",Other,Carbamazepine
"Started on a very low dose Carbamazepine because I am very allergic,first few days numbness improved ,then on 200mg a day ,it is working but jaw pain has not totally subsided",Effective,Carbamazepine
"I don't have any side effects so far,thankfully",Effective,Carbamazepine
If all pain does not go away I will have to up the dosage after I see dr,Other,Carbamazepine
"Prayers to you all""",Other,Carbamazepine
"""I have been put on this medication for pain",Other,Carbamazepine
After 6 mouth operations - I was left with terrible upper gum and palate pain,Other,Carbamazepine
I have only been on it for 5 days - it is not working,Ineffective,Carbamazepine
The pain is severe and constant,Adverse,Carbamazepine
I am praying - as I take it longer - it will take the pain away,Other,Carbamazepine
"""Loved Tegretol, kept my moods stable, worked well, felt calm and happy and in control for the first time in years,
 Until a Dr decided it was ok to mix this with antibiotics along with the pill, and sinus medication, I suffered from TENS, after being told 3 times it couldn't be that I was so suck ended up in hospital for 2 months",Effective,Carbamazepine
"Now I remain untreated due to fear, however, what works or some doesn't work for Others",Other,Carbamazepine
This worked for me until my body decided I was allergic to it and everything else,Ineffective,Carbamazepine
"Please be mindful of what you take any medication with!""",Other,Carbamazepine
"""I found teratoll very helpful I take I conjunction with mertazapine and it has really changed my life I have many lifetime issues that will never go away but with this combination of drugs I feel my condition is under control now I take 400 milligrams per day of slow release with my dose of mertazapine and I only get angry now like a normal person get irrational only in extreme circumstances but generally I can function fine""",Effective,Carbamazepine
"""I only started talked Carbamazpine 6 days ago after the Dr told me I ""possibly"" have TN",Other,Carbamazepine
My symptoms of extreme pain in my teeth/jaw on one side started a month ago only when I have something to eat/drink that isn't warm or if I breath through my mouth,Adverse,Carbamazepine
"I am only on 100mg twice daily and have had only a minor side effect of a very slight feeling of ""spaced out"" rarely though",Effective,Carbamazepine
The meds seem to have reduced the severity and length of the pain already but I'm hoping a trip to my Chiropractor can help even more,Effective,Carbamazepine
I will let you know how that goes,Other,Carbamazepine
"""Didn't help with my mood swings",Ineffective,Carbamazepine
"I was on 200mg twice daily, switched to Depakote 500 mg twice daily, and I felt improvement in the first 10 days",Effective,Carbamazepine
My mood is stable and my severe anxiety has disappeared,Effective,Carbamazepine
Also I see improvement in OCD and I now can better focus,Effective,Carbamazepine
I'm also on Seroquel 100mg twice daily,Other,Carbamazepine
"""I had 1 seizure, 2 weeks after our son was born",Other,Carbamazepine
So they put me on 200mg twice a day,Other,Carbamazepine
"I took it, maybe not religiously, but atleast 1 pill a day",Other,Carbamazepine
"Well I missed a full day, and had a seizure in my sleep again",Ineffective,Carbamazepine
"I can't help but think it works well, if the first time I miss a full day I have 1",Effective,Carbamazepine
Mad at myself,Other,Carbamazepine
Yes,Other,Carbamazepine
Glad I have Tegretol,Effective,Carbamazepine
Yes,Other,Carbamazepine
"""Second week definitely feeling better",Effective,Carbamazepine
Weight is stable,Effective,Carbamazepine
"Curbs my appetite, couple bouts of blurred vision but overall good",Effective,Carbamazepine
Back to psych doctor next week,Other,Carbamazepine
Will see where dosage goes,Other,Carbamazepine
Hoping to have this permanent and drop Seroquel,Other,Carbamazepine
"""This is working wonders for me",Effective,Carbamazepine
Started helping me a few days after taking it,Effective,Carbamazepine
"""Temporal lobe w/ Mesial temporal sclerosis",Other,Carbamazepine
Using 8 weeks,Other,Carbamazepine
"Sometimes headaches or dizzy, frequent minor muscle tremors and twitching, shortened menstrual cycle, sensitive mood",Adverse,Carbamazepine
"Always tired and not very productive, sleep more",Adverse,Carbamazepine
"Went from monthly 2-5 day blackout seizure binge with 2-5 day recovery, so far only 1 minor convulsion while conscious with mostly full recovery by morning",Effective,Carbamazepine
Major improvement,Effective,Carbamazepine
"""This medicine has changed my life",Other,Carbamazepine
"For years, before I was diagnosed",Other,Carbamazepine
I had no clue what it was like to live with a clear head,Other,Carbamazepine
I'm able to think and act more rationally,Effective,Carbamazepine
The way I've always wanted to and never could,Other,Carbamazepine
This medicine solidifies for me that treatment CAN WORK,Effective,Carbamazepine
Changed my life,Other,Carbamazepine
I'm a happy girl,Other,Carbamazepine
(and not just when I try to be),Other,Carbamazepine
"""I have spent 17 years with atypical trigeminal neuralgia",Other,Carbamazepine
This medicine gave me 4 years pain free,Effective,Carbamazepine
"It took a long time to work, seems like almost a year, but worked great for a time",Effective,Carbamazepine
Guess now it's on to something else,Other,Carbamazepine
"""Dear God never experienced such pain like it (not even childbirth) - started with twitching to lower face 5 days ago and then bouts of explosive pain to left cheek, jaw, upper and lower teeth",Other,Carbamazepine
"Pain coming every half hour and lasting between 7-10mins each - cant do anything Other than wait for it to pass (and cry at times)! Started carbamazepine yesterday am twice daily and pain lessened already but feel very sleepy and bit nauseous / ""loose"" - still feel the underlying pain there but so much better",Effective,Carbamazepine
Emergency dental appointment today with xrays - no dental cause,Other,Carbamazepine
Have had tinnitus in left ear for past 8-9 months after heavy cold plus some cervical disc bulging and nerve root impingement at C7,Other,Carbamazepine
Anyone else been given a cause for this,Other,Carbamazepine
"""800 mg of tegretol and still in pain""",Ineffective,Carbamazepine
"""While I've taken tegretol in the past with no issues, this time is different",Ineffective,Carbamazepine
